StudentID,Name,Gender,DOB,DepartmentID
STD1491,Anthony Roberts,Male,2003-02-05,DPT001
STD1492,Frederick Hunter,Other,1999-09-06,DPT001
STD1493,Angel Kerr,Female,1995-09-03,DPT003
STD1494,Scott Oconnor,Male,1995-08-26,DPT003
STD1495,Richard Cole,Other,2004-02-02,DPT005
STD1496,George Edwards,Male,1995-12-20,DPT001
STD1497,Judith Holland,Other,2005-11-25,DPT001
STD1498,Jorge Park,Male,2003-06-26,DPT003
STD1499,Joel Jones,Other,2003-05-09,DPT002
STD1500,Tyler Washington,Female,1999-11-04,DPT005
STD1501,William Walker,Female,2007-06-06,DPT002
STD1502,Kenneth Smith,Other,2005-03-23,DPT004
STD1503,Stephanie Little,Other,2006-11-22,DPT003
STD1504,Robert Franco,Other,1996-10-10,DPT001
STD1505,Michele Jones,Male,2003-01-28,DPT001
STD1506,Lee Blair,Male,2006-06-18,DPT002
STD1507,Brett Curtis,Male,2002-10-12,DPT004
STD1508,Marvin Pierce,Other,2002-11-24,DPT004
STD1509,Robert Nunez PhD,Male,2002-02-08,DPT003
STD1510,Brian Robinson IV,Other,2000-07-18,DPT005
STD1511,Kelly Richardson,Other,2004-09-19,DPT004
STD1512,Mackenzie Hernandez,Male,2003-09-20,DPT004
STD1513,Julie Williams,Male,2005-05-08,DPT001
STD1514,Katie Evans,Male,2006-03-04,DPT002
STD1515,Kimberly Anderson,Female,1999-03-29,DPT003
STD1516,Melinda Davenport,Male,1995-10-04,DPT004
STD1517,Michael Ayala,Other,2002-08-21,DPT005
STD1518,Crystal Lopez,Female,1995-03-29,DPT005
STD1519,Stephen Jackson,Male,1995-12-07,DPT002
STD1520,Nicole Campbell,Female,2003-08-07,DPT005
STD1521,Eddie Lewis,Female,1996-05-26,DPT003
STD1522,Brenda Day,Female,2000-10-14,DPT001
STD1523,John Wilson,Female,1997-08-16,DPT004
STD1524,Laura Ortega,Female,2005-01-08,DPT002
STD1525,Jeffrey Martinez,Male,1997-11-09,DPT003
STD1526,Amy Kim,Other,1996-12-25,DPT004
STD1527,Kimberly Aguilar,Male,2002-07-05,DPT001
STD1528,Kelly Hamilton,Other,2005-10-02,DPT004
STD1529,Julie Simpson,Other,2001-12-28,DPT001
STD1530,Tina Frank,Male,1997-03-21,DPT005
STD1531,Joshua Shields,Female,2006-08-03,DPT003
STD1532,Kenneth Davila,Female,2004-09-29,DPT003
STD1533,Dawn Bennett,Male,2000-07-28,DPT004
STD1534,Rhonda Webb,Other,1998-06-29,DPT003
STD1535,Anthony Wang,Female,2001-06-20,DPT004
STD1536,Scott Harmon,Female,1998-11-20,DPT003
STD1537,Adam Martin,Female,2006-01-03,DPT001
STD1538,Dr. Patricia Rose,Female,2002-09-21,DPT002
STD1539,Rachael Briggs,Other,2005-01-16,DPT005
STD1540,Jerry Thomas,Female,1995-04-29,DPT001
STD1541,Alexander Reed,Female,2006-04-17,DPT005
STD1542,Mrs. Amber Lee MD,Male,2003-02-11,DPT002
STD1543,Seth Ashley,Other,1996-11-09,DPT004
STD1544,Mrs. Jenna Manning MD,Female,2001-01-01,DPT001
STD1545,Rita Perez,Male,2001-10-24,DPT005
STD1546,Chloe Bishop,Female,1999-08-13,DPT004
STD1547,Dawn Conner,Other,1997-12-20,DPT004
STD1548,Michael Mitchell,Female,2003-09-25,DPT001
STD1549,Brian Oconnor,Male,2004-01-28,DPT004
STD1550,Carrie Baker,Female,1999-09-11,DPT005
STD1551,Bruce Young,Male,2007-02-02,DPT001
STD1552,Meghan Williams,Male,2001-11-23,DPT001
STD1553,Michael Walters,Female,1994-06-23,DPT002
STD1554,Jessica Martinez,Female,1995-10-30,DPT005
STD1555,Jose Odonnell,Other,2000-10-20,DPT001
STD1556,Jessica Powell,Other,2001-02-19,DPT002
STD1557,Lisa Brady,Other,1998-09-01,DPT001
STD1558,Bradley Johnson,Other,2004-08-27,DPT003
STD1559,Brady Hays,Female,1994-10-17,DPT004
STD1560,Bradley Reid,Male,1999-12-04,DPT005
STD1561,Michael Brown,Male,2005-08-05,DPT001
STD1562,Luke Nichols,Female,2002-07-22,DPT004
STD1563,Deanna Briggs,Female,2002-08-28,DPT003
STD1564,Dakota Baldwin Jr.,Male,1997-09-10,DPT004
STD1565,Zachary Miller,Other,1996-01-25,DPT005
STD1566,Kendra Evans,Other,1997-11-28,DPT005
STD1567,Charles Guzman,Other,2004-11-21,DPT001
STD1568,James Martinez,Other,1998-10-19,DPT001
STD1569,David Brown,Other,1998-11-27,DPT005
STD1570,Alexander Duffy,Female,1997-06-14,DPT002
STD1571,Karen Rhodes,Other,2001-09-10,DPT002
STD1572,Juan Jacobs,Other,1995-06-25,DPT003
STD1573,Charles Moreno,Female,2003-03-31,DPT003
STD1574,Garrett Stone,Other,2000-05-11,DPT003
STD1575,Annette Levy,Female,1998-01-26,DPT003
STD1576,Craig Wagner,Female,1997-12-23,DPT003
STD1577,Mr. Reginald Contreras,Female,2005-10-26,DPT002
STD1578,Alan Hansen,Male,2006-10-31,DPT004
STD1579,Jennifer Holmes,Other,2002-12-30,DPT001
STD1580,Peter Gordon,Male,2006-05-04,DPT001
STD1581,Stephen Wood,Male,2006-01-01,DPT003
STD1582,Christian Conway,Female,2001-02-04,DPT004
STD1583,Dean Beck,Other,1997-12-19,DPT003
STD1584,Mark Nash,Male,2002-03-19,DPT001
STD1585,Jake Harrison,Male,2000-01-24,DPT003
STD1586,Judy Evans,Female,1996-09-03,DPT004
STD1587,Carrie Nguyen,Male,2004-04-07,DPT005
STD1588,Elizabeth Guzman,Female,2001-09-29,DPT002
STD1589,Heather Jensen,Other,2001-08-01,DPT003
STD1590,Anthony Simon,Female,1997-10-14,DPT004
STD1591,Derrick Parker,Other,2002-05-02,DPT005
STD1592,Melvin Hammond,Male,1998-12-26,DPT002
STD1593,Patricia Figueroa,Female,1998-02-16,DPT005
STD1594,Casey Prince,Female,2000-07-16,DPT002
STD1595,Joshua Cross,Other,2000-09-10,DPT005
STD1596,Kimberly Saunders,Other,1995-02-18,DPT002
STD1597,Michael Curry,Female,1998-04-18,DPT003
STD1598,Christopher Collins,Male,1996-08-25,DPT001
STD1599,Richard Smith,Female,2002-07-09,DPT004
STD1600,Andre Wilson,Female,1999-10-16,DPT004
STD1601,William Martinez,Male,1999-08-12,DPT005
STD1602,Joseph Guzman,Other,1995-05-15,DPT001
STD1603,Adam West,Other,1996-09-13,DPT004
STD1604,Julie Baldwin,Other,2003-07-13,DPT005
STD1605,Aaron Miller,Male,2003-12-04,DPT005
STD1606,Mary Brown,Other,1999-09-30,DPT002
STD1607,Justin Chavez,Male,2003-04-29,DPT002
STD1608,Nicholas Nixon,Male,2000-08-15,DPT004
STD1609,Matthew Williams,Male,1997-08-02,DPT004
STD1610,Katherine Smith,Female,2006-09-05,DPT002
STD1611,Tina Perez,Female,1995-09-24,DPT003
STD1612,Casey Weaver,Female,2006-08-26,DPT002
STD1613,Karen Bryant,Male,2001-08-10,DPT005
STD1614,Scott Torres,Female,2003-07-15,DPT001
STD1615,Debbie Long,Other,1998-12-09,DPT003
STD1616,Alexander Mitchell,Male,2000-11-09,DPT002
STD1617,Jamie Smith,Male,1998-02-06,DPT002
STD1618,Lindsay Smith MD,Other,1994-10-16,DPT004
STD1619,Jennifer Torres,Male,1996-07-16,DPT001
STD1620,Mary Campos,Other,2005-03-12,DPT003
STD1621,Jennifer Hamilton,Other,2003-12-10,DPT001
STD1622,Jonathan Diaz,Male,2006-11-09,DPT004
STD1623,Matthew Lopez,Other,1999-04-14,DPT001
STD1624,Douglas Fisher,Male,2004-07-13,DPT003
STD1625,Stacey Soto,Other,1998-09-10,DPT005
STD1626,Christopher Romero,Male,2005-07-05,DPT004
STD1627,Bruce Cline,Male,2004-12-10,DPT003
STD1628,Carolyn Miles,Female,1999-09-13,DPT001
STD1629,Stephanie Rogers,Male,1996-12-07,DPT002
STD1630,Jennifer Leon,Other,2007-02-05,DPT004
STD1631,Jennifer Grant,Other,2006-11-28,DPT003
STD1632,Ann Duran,Male,2004-12-31,DPT003
STD1633,Paula Wright,Female,2000-12-30,DPT003
STD1634,Susan Evans,Male,2003-02-14,DPT004
STD1635,Arthur Myers,Male,2005-10-23,DPT003
STD1636,Matthew Clark,Other,1996-12-02,DPT001
STD1637,Donna Davis,Male,1996-06-29,DPT004
STD1638,Benjamin Gardner,Male,2002-07-15,DPT005
STD1639,Eric Landry,Male,1999-05-17,DPT005
STD1640,Stacey Cruz,Other,1995-12-22,DPT003
STD1641,Molly Rose DDS,Other,1998-07-22,DPT004
STD1642,Christina Young,Male,1995-11-02,DPT005
STD1643,Jeffery White,Other,2005-12-30,DPT002
STD1644,Troy Cohen,Male,2003-09-30,DPT002
STD1645,Lori Crawford,Other,2001-09-08,DPT005
STD1646,Cheyenne Rice,Male,1996-08-22,DPT002
STD1647,Aaron Matthews,Male,2007-03-21,DPT005
STD1648,Emily Hansen,Other,2005-08-15,DPT002
STD1649,Jonathon Clayton,Other,2001-11-11,DPT002
STD1650,James Mcguire,Male,1998-12-23,DPT003
STD1651,Connie Ferguson,Male,2003-05-15,DPT003
STD1652,Kevin Owens,Male,2003-05-04,DPT004
STD1653,Virginia Watson,Female,1999-06-18,DPT001
STD1654,David Fleming DDS,Other,2003-08-26,DPT005
STD1655,Betty Hendricks,Female,2001-01-30,DPT003
STD1656,Holly Walsh,Other,2005-04-15,DPT003
STD1657,Kaitlyn Martinez,Male,2003-04-05,DPT004
STD1658,Brooke Kemp,Other,2000-08-31,DPT005
STD1659,Michael Murphy,Male,2007-02-26,DPT004
STD1660,Anthony Lopez,Female,2004-08-30,DPT005
STD1661,Heather Knight,Female,2003-05-01,DPT002
STD1662,Natasha Martin,Male,1995-01-14,DPT005
STD1663,Kyle Morris,Male,1995-04-12,DPT002
STD1664,Sonya Davis,Male,2000-12-09,DPT002
STD1665,Krystal Coleman,Female,1995-07-07,DPT005
STD1666,Ashley Jackson,Male,2007-05-11,DPT005
STD1667,Jordan Ellis,Other,2004-12-27,DPT005
STD1668,Steven Garcia,Male,1998-06-02,DPT005
STD1669,Frank Rios,Other,1998-09-22,DPT001
STD1670,Susan Lopez,Other,1999-01-09,DPT002
STD1671,Stephen Thomas,Other,2002-07-07,DPT001
STD1672,Charles Perkins,Other,1994-07-15,DPT001
STD1673,Joe Anderson,Female,2002-11-19,DPT001
STD1674,Monica Wood,Male,1999-02-08,DPT004
STD1675,Yvonne Meyer,Male,1997-08-22,DPT002
STD1676,Lori Garcia,Other,1996-11-21,DPT005
STD1677,Jacob Lawson,Male,2000-02-05,DPT002
STD1678,Aaron Robinson,Other,2006-04-21,DPT003
STD1679,Kathy Flores,Male,1998-11-03,DPT002
STD1680,Dominique Pierce,Female,2003-02-27,DPT004
STD1681,Tyler Moreno,Male,2000-09-09,DPT005
STD1682,David Valdez,Male,2006-02-11,DPT002
STD1683,Leslie Barker,Male,2003-08-23,DPT001
STD1684,Joshua Ochoa,Male,2000-03-09,DPT003
STD1685,Michael Cox,Male,1997-04-08,DPT004
STD1686,William Fox,Other,1995-03-26,DPT003
STD1687,Diana Coleman,Female,2005-09-03,DPT004
STD1688,Brian Buchanan,Other,2007-05-03,DPT002
STD1689,Alexis James,Female,2005-11-29,DPT001
STD1690,Lindsey Mack,Male,1997-05-18,DPT004
STD1691,Mark Maxwell,Female,2003-05-25,DPT002
STD1692,Andrew Guzman,Other,2000-07-23,DPT003
STD1693,Robin Dorsey,Female,2006-11-06,DPT004
STD1694,Jeffrey Long,Female,2002-12-10,DPT001
STD1695,Mr. Daniel Mccoy,Female,2003-03-27,DPT005
STD1696,Monique Ortiz,Female,2005-09-03,DPT002
STD1697,Holly Singh,Female,1994-10-08,DPT003
STD1698,Robert Anderson Jr.,Female,2001-08-09,DPT005
STD1699,Christine Wright,Female,2002-06-10,DPT004
STD1700,Michael Smith,Other,2002-02-27,DPT002
STD1701,Tina Mckenzie,Other,2000-07-18,DPT005
STD1702,Alexa Neal,Female,2002-08-28,DPT003
STD1703,Amy Norman,Female,1998-06-29,DPT002
STD1704,Brian Rice,Other,2002-10-05,DPT004
STD1705,Steven Burgess,Male,1999-10-04,DPT001
STD1706,Ashley Anderson,Male,2003-01-26,DPT005
STD1707,James Sims,Male,2001-02-28,DPT004
STD1708,Donna Williamson,Male,1997-09-04,DPT005
STD1709,Robert Clarke,Other,1995-10-26,DPT004
STD1710,David Tran,Other,2003-08-22,DPT001
STD1711,Robert Freeman,Female,2002-03-17,DPT003
STD1712,Angela Watkins,Other,1997-09-07,DPT001
STD1713,Julie Brown,Male,1995-05-23,DPT005
STD1714,Dustin Jackson,Other,1995-10-21,DPT001
STD1715,Brianna Martin,Female,1996-05-20,DPT002
STD1716,Matthew Welch,Female,2005-11-13,DPT002
STD1717,Kristina Castro,Other,1998-08-09,DPT004
STD1718,Raymond Griffith,Male,1996-10-02,DPT004
STD1719,Jeffrey Davis,Female,2004-01-16,DPT003
STD1720,Beth Kirk,Other,2000-02-03,DPT001
STD1721,Christopher Edwards,Male,2005-07-15,DPT002
STD1722,Melissa Gordon,Female,2001-12-08,DPT002
STD1723,William Mclaughlin,Male,2005-02-22,DPT001
STD1724,Johnny Wood,Male,1996-09-17,DPT005
STD1725,Luke Taylor,Other,1996-03-28,DPT003
STD1726,Cindy Lewis,Male,2002-06-19,DPT002
STD1727,James Martinez,Other,1996-07-11,DPT005
STD1728,Joshua Oliver MD,Male,1998-04-22,DPT003
STD1729,Brandon Arroyo,Female,1997-12-14,DPT001
STD1730,Meghan Smith,Other,2000-03-28,DPT005
STD1731,James Chung,Male,2002-10-15,DPT005
STD1732,Melanie Sims,Female,2000-02-19,DPT005
STD1733,Ryan Perez,Other,2001-02-23,DPT004
STD1734,Jonathon Munoz,Male,2000-12-18,DPT001
STD1735,Kevin Kim,Female,1994-07-28,DPT005
STD1736,Dylan Turner,Other,2000-07-30,DPT005
STD1737,Douglas Hess,Male,2000-05-12,DPT001
STD1738,Eric Brown,Male,2006-04-19,DPT005
STD1739,Joseph Harper,Other,2003-01-25,DPT001
STD1740,Justin Reed,Female,1994-11-29,DPT005
STD1741,Thomas Williams,Other,1997-07-08,DPT005
STD1742,Jason Peterson,Other,1997-11-08,DPT002
STD1743,Emily Gonzalez,Other,2005-10-26,DPT002
STD1744,Natalie Contreras,Female,1998-02-28,DPT003
STD1745,Teresa Anderson,Female,1995-03-09,DPT002
STD1746,Elizabeth Daniel,Female,2004-06-02,DPT004
STD1747,Dylan Scott,Other,2004-05-01,DPT003
STD1748,Kristen Hernandez,Other,2000-01-23,DPT004
STD1749,Debbie Velasquez,Female,2006-03-28,DPT003
STD1750,John Patton,Other,2005-03-21,DPT005
STD1751,Mr. Bradley Hudson,Other,2003-10-03,DPT004
STD1752,Amy Hampton,Male,1999-12-14,DPT002
STD1753,Benjamin Wilson,Female,2005-12-11,DPT002
STD1754,Joseph Smith,Male,2004-01-01,DPT003
STD1755,Jenna Gomez,Other,1996-12-13,DPT002
STD1756,Bonnie Lynch,Other,1995-04-13,DPT001
STD1757,Robyn Armstrong,Female,2001-04-12,DPT002
STD1758,Raven Kline,Other,2001-04-22,DPT004
STD1759,David Watts,Male,2006-06-05,DPT004
STD1760,Michael Calhoun,Female,1994-09-13,DPT004
STD1761,Shannon Rowe MD,Female,1996-04-11,DPT002
STD1762,Michael Lewis,Other,1994-12-14,DPT003
STD1763,Lori Harris,Other,2000-08-21,DPT003
STD1764,Jason Weaver,Other,1996-01-07,DPT001
STD1765,Victoria Ingram,Male,1995-01-12,DPT004
STD1766,Angela Russell,Other,2003-08-26,DPT005
STD1767,David Zhang,Female,1996-01-25,DPT001
STD1768,Rachel Adams,Other,1999-09-24,DPT003
STD1769,Willie Martin,Female,2000-08-04,DPT003
STD1770,Emily Mcconnell,Other,1998-03-28,DPT003
STD1771,Matthew Barnett,Female,1997-07-12,DPT003
STD1772,Brian Owens,Male,2000-10-20,DPT004
STD1773,Raven Rodriguez,Male,2003-09-29,DPT004
STD1774,Derek Smith,Female,1999-02-16,DPT003
STD1775,Tiffany Palmer,Male,2005-03-04,DPT003
STD1776,Katherine Mckinney,Other,1997-10-27,DPT002
STD1777,Ashley Lopez,Male,2007-01-11,DPT003
STD1778,Ariana Alvarez,Female,1999-05-22,DPT003
STD1779,Michelle Gonzales,Female,1995-02-14,DPT002
STD1780,Regina Butler,Female,2004-02-25,DPT004
STD1781,Michael Beasley,Other,1997-05-31,DPT005
STD1782,Linda Christensen MD,Other,2000-01-15,DPT001
STD1783,Cynthia Joseph,Male,1995-06-25,DPT003
STD1784,Carla Love,Other,1996-10-27,DPT004
STD1785,Dawn Vaughan,Male,1994-10-07,DPT005
STD1786,Brittany Buck,Male,1997-06-24,DPT001
STD1787,Mary Coleman,Female,1996-03-06,DPT002
STD1788,Tony Cummings,Male,2001-07-07,DPT003
STD1789,Erika Parker,Female,1995-11-12,DPT003
STD1790,Catherine Barr,Other,1996-10-26,DPT003
STD1791,Dr. Natasha Brown,Male,2003-11-17,DPT005
STD1792,Melissa Gates,Female,1996-06-12,DPT003
STD1793,Leslie Willis,Male,2006-01-16,DPT005
STD1794,Jennifer Wallace,Female,2000-06-16,DPT003
STD1795,Megan Walsh,Female,1996-11-19,DPT005
STD1796,Katherine Butler,Female,1998-05-01,DPT002
STD1797,Brianna Horne,Female,2005-12-21,DPT001
STD1798,Peter Garcia,Male,2002-02-28,DPT002
STD1799,Jared Jacobs,Male,1997-05-31,DPT005
STD1800,Bobby Hall,Female,1995-03-16,DPT004
STD1801,Dr. Lawrence Cortez,Other,1999-03-21,DPT004
STD1802,Eileen Cherry,Female,1997-03-30,DPT004
STD1803,James Zavala,Female,1995-08-31,DPT002
STD1804,Mary Campbell,Male,2002-01-30,DPT001
STD1805,Timothy Becker,Female,1996-05-02,DPT004
STD1806,Samuel Haney,Male,2006-08-12,DPT002
STD1807,Rebecca Mitchell DDS,Male,2001-09-11,DPT005
STD1808,Kenneth Sanchez,Female,2000-12-23,DPT005
STD1809,Tara Peters,Male,2002-06-14,DPT005
STD1810,Miss Olivia Savage DDS,Female,2004-10-20,DPT004
STD1811,James Durham,Female,2005-10-25,DPT003
STD1812,Katherine Miles,Female,2003-03-05,DPT004
STD1813,Megan Franklin,Male,1995-06-26,DPT005
STD1814,Erica Holt,Other,1995-12-10,DPT005
STD1815,Michelle Wright,Female,2005-05-30,DPT005
STD1816,Victoria Howe,Male,1995-11-28,DPT001
STD1817,Gregory Foster,Female,1996-07-07,DPT005
STD1818,Robert Todd,Female,2004-01-14,DPT001
STD1819,Elizabeth Diaz,Male,1994-11-18,DPT004
STD1820,Lindsey Williams,Other,2002-09-21,DPT001
STD1821,Cassandra Smith,Male,1996-11-12,DPT002
STD1822,Mary Taylor,Other,1994-12-14,DPT001
STD1823,William Stephens,Male,1995-03-07,DPT001
STD1824,Megan Ross,Other,1996-02-06,DPT003
STD1825,Juan Stanley,Male,1994-08-08,DPT002
STD1826,Troy Kennedy,Male,1994-09-22,DPT005
STD1827,Kimberly Long,Other,1997-11-06,DPT004
STD1828,Misty Peters,Male,2004-06-23,DPT005
STD1829,George Gonzalez,Female,2004-05-15,DPT002
STD1830,Patricia Smith,Male,2003-05-03,DPT003
STD1831,Patricia Price,Female,1994-12-29,DPT002
STD1832,Edward Mcbride,Other,2001-02-12,DPT004
STD1833,Kristi Stokes,Male,1994-07-17,DPT005
STD1834,Jeffrey Nelson,Other,1996-08-24,DPT002
STD1835,Bianca Payne,Male,2006-06-04,DPT005
STD1836,Kim Cervantes,Other,1996-03-26,DPT001
STD1837,Austin Roberts,Other,2003-04-08,DPT002
STD1838,Michelle Richards,Other,2003-06-06,DPT003
STD1839,Jonathan Wiggins,Other,1999-06-08,DPT003
STD1840,Chase Anderson,Male,1995-11-28,DPT001
STD1841,Karen Valenzuela,Male,2000-09-13,DPT005
STD1842,Mrs. Kristine Young,Female,1997-04-23,DPT005
STD1843,Sherry Marquez,Male,1997-07-28,DPT001
STD1844,Micheal Mclaughlin,Female,2001-10-26,DPT005
STD1845,Jamie Levy,Female,2005-04-06,DPT004
STD1846,Elizabeth Walker,Male,2001-08-02,DPT002
STD1847,Linda Franklin,Male,1996-11-10,DPT002
STD1848,Cheyenne Costa,Male,2004-02-03,DPT003
STD1849,Dennis Reed,Male,2000-09-08,DPT004
STD1850,Jennifer Robinson,Other,2003-11-05,DPT005
STD1851,Todd Davis,Male,2004-09-28,DPT004
STD1852,Theresa Mueller,Male,1997-12-25,DPT003
STD1853,Alexander Morris,Other,1997-09-01,DPT002
STD1854,Carly Hudson,Male,2000-07-07,DPT002
STD1855,Michael Stephenson,Female,1994-08-30,DPT002
STD1856,Alison Brown,Other,2004-09-25,DPT001
STD1857,Karen Pacheco,Male,2005-01-16,DPT002
STD1858,Barry Campos,Female,1996-12-05,DPT002
STD1859,Jenny Miller,Male,2006-01-09,DPT004
STD1860,John Phelps,Male,2007-04-26,DPT001
STD1861,Natasha Franklin,Male,1996-10-04,DPT002
STD1862,Jeremy Rivera,Other,1995-10-21,DPT002
STD1863,Amy Freeman,Male,1995-02-16,DPT003
STD1864,Tara Smith,Other,2007-06-02,DPT003
STD1865,Jessica Nguyen,Female,2004-07-16,DPT004
STD1866,Mr. Christopher Mcknight,Male,1994-12-05,DPT002
STD1867,Judith Whitaker,Other,1997-10-15,DPT005
STD1868,Christopher Jimenez,Male,2004-12-11,DPT005
STD1869,Bryan Cobb,Female,1997-07-04,DPT005
STD1870,Michael Smith,Other,1997-05-26,DPT005
STD1871,Catherine Blair,Female,2003-09-26,DPT002
STD1872,Maria Gonzales,Male,2001-02-05,DPT001
STD1873,Nancy Bautista,Female,2004-11-27,DPT001
STD1874,Claudia Jimenez,Female,2000-10-14,DPT004
STD1875,Joseph Rogers,Female,1996-10-25,DPT004
STD1876,Loretta Robinson,Male,1996-09-16,DPT004
STD1877,Michael Powell,Female,2003-02-24,DPT004
STD1878,Joshua Maxwell,Other,2001-05-01,DPT001
STD1879,Jessica Thornton,Other,1998-03-27,DPT001
STD1880,Andrea Johnson,Other,1998-02-20,DPT003
STD1881,Amy Sutton,Other,2001-12-03,DPT004
STD1882,Thomas Chavez,Male,2005-04-10,DPT003
STD1883,Sara Chaney,Female,1998-06-11,DPT002
STD1884,Elizabeth Snyder,Male,1994-12-21,DPT002
STD1885,Mr. Adam Reid,Other,2004-08-06,DPT001
STD1886,Melvin Burgess,Female,1994-07-17,DPT005
STD1887,Kenneth Schwartz,Female,2006-03-12,DPT001
STD1888,Nicholas Johnson,Other,1996-09-04,DPT003
STD1889,Angela Powell,Other,2001-04-15,DPT005
STD1890,Richard Burton,Female,1996-12-22,DPT002
STD1891,Mr. Thomas Vasquez,Other,2000-05-31,DPT001
STD1892,Miguel Taylor,Female,2002-05-17,DPT002
STD1893,Henry Miranda,Female,2004-07-26,DPT003
STD1894,Annette Morrison,Male,2006-07-08,DPT003
STD1895,Danielle Jordan,Other,1999-04-02,DPT003
STD1896,Bradley Conner,Female,1999-08-22,DPT002
STD1897,Andrew Herring,Other,1996-07-21,DPT003
STD1898,Christopher Perry,Female,2006-09-26,DPT004
STD1899,Steven Johnson,Male,1996-07-30,DPT005
STD1900,James Williams,Male,1996-08-07,DPT004
STD1901,Meghan Smith,Other,2003-05-28,DPT005
STD1902,Amber Thompson,Male,1997-05-14,DPT005
STD1903,Lisa Jones,Male,2004-01-16,DPT003
STD1904,Mrs. Sheila Bush,Other,2006-02-13,DPT001
STD1905,Tammy Russell,Female,1998-09-16,DPT005
STD1906,James Payne,Female,1995-06-26,DPT001
STD1907,Dwayne Baker,Male,2001-07-09,DPT002
STD1908,David Carey,Male,1995-08-31,DPT005
STD1909,Eric Harris,Male,1995-09-26,DPT001
STD1910,Richard Terry,Other,1999-12-05,DPT005
STD1911,Mary Greene,Female,1999-08-13,DPT001
STD1912,Jacob Wilcox,Other,2001-06-10,DPT001
STD1913,Lisa Mcmillan,Male,1999-03-08,DPT002
STD1914,Julie King,Other,1995-01-25,DPT002
STD1915,Alexis Bowers,Female,1996-12-27,DPT002
STD1916,David Atkins,Female,2003-01-19,DPT005
STD1917,Ryan Hodges,Male,1999-02-25,DPT004
STD1918,Christopher Mccarthy,Other,2005-07-03,DPT002
STD1919,Danny Flynn,Male,1999-04-23,DPT005
STD1920,Timothy Johnson,Other,1996-03-12,DPT004
STD1921,Amanda Reyes,Other,1995-01-01,DPT002
STD1922,Brian Espinoza,Male,2003-01-26,DPT001
STD1923,Samantha Farmer,Male,2003-02-17,DPT003
STD1924,Jane Wells,Other,1998-11-18,DPT001
STD1925,Diana King,Female,1995-04-06,DPT001
STD1926,Maria Orr,Female,2003-08-07,DPT002
STD1927,Laura Holt,Other,2006-10-27,DPT004
STD1928,John Saunders,Other,1996-04-10,DPT001
STD1929,Anthony Dodson,Other,2004-03-20,DPT002
STD1930,Marie Donaldson,Male,1994-07-16,DPT003
STD1931,Kathy Long,Male,1996-12-11,DPT002
STD1932,Barbara Jones,Female,1995-04-30,DPT002
STD1933,Lisa Cordova,Male,2000-11-21,DPT001
STD1934,Andrew Sanchez,Other,2000-11-01,DPT004
STD1935,Dakota Ayers,Male,1996-07-10,DPT005
STD1936,Kimberly Williams,Male,2007-04-24,DPT004
STD1937,Mary Kelley,Other,1997-03-21,DPT004
STD1938,Dominic Hendricks,Other,2005-05-30,DPT002
STD1939,Stacey Garza,Male,1994-08-31,DPT002
STD1940,Sylvia Aguilar,Other,2004-03-15,DPT002
STD1941,Melissa Quinn,Other,2003-06-29,DPT003
STD1942,Gary Bowman,Male,2004-01-17,DPT002
STD1943,Cody Delgado,Other,1998-10-27,DPT002
STD1944,Stephen Moore,Male,1997-11-03,DPT002
STD1945,Mark Robbins,Female,1998-08-03,DPT004
STD1946,Robert Jennings,Other,2004-02-02,DPT004
STD1947,Breanna Walker,Other,1995-06-30,DPT003
STD1948,Kimberly Mitchell,Male,2002-04-19,DPT005
STD1949,Jared Barton,Other,2004-10-29,DPT001
STD1950,Diane Johnson,Male,2001-02-05,DPT001
STD1951,Scott Walker,Female,2000-07-21,DPT004
STD1952,Jennifer Harris,Other,1999-02-24,DPT004
STD1953,Michael King,Male,2000-11-17,DPT003
STD1954,Frances Cole,Male,1998-09-13,DPT001
STD1955,James Hines,Female,2001-08-11,DPT005
STD1956,Jose Copeland,Male,2003-12-17,DPT005
STD1957,Alexis Wright,Male,1996-11-25,DPT001
STD1958,Zachary Smith,Other,1996-08-29,DPT001
STD1959,Paula White,Other,2002-02-16,DPT003
STD1960,Christopher Walker,Other,1998-07-09,DPT003
STD1961,Tara Contreras,Other,2004-01-01,DPT004
STD1962,Kimberly Harrell,Female,2006-02-02,DPT001
STD1963,Sandra Harris,Female,2002-03-11,DPT004
STD1964,Joshua Solomon,Male,2002-03-04,DPT005
STD1965,Michelle Tucker MD,Female,1994-11-29,DPT004
STD1966,Whitney Mcconnell,Male,1996-11-10,DPT004
STD1967,Sandra Jones,Other,1999-07-12,DPT004
STD1968,Lawrence Deleon,Male,1995-08-06,DPT002
STD1969,Dr. Daniel Morales,Male,2002-03-08,DPT002
STD1970,Christopher Jones,Other,1999-03-04,DPT005
STD1971,Timothy Morris,Female,2007-03-12,DPT004
STD1972,Willie Frye,Male,1996-08-16,DPT003
STD1973,Anthony Orr,Female,2002-11-27,DPT001
STD1974,Cristina Alexander,Male,1996-12-02,DPT001
STD1975,Jackie Villegas,Male,1998-12-11,DPT004
STD1976,Edward Ross,Other,1997-09-18,DPT001
STD1977,Nicholas Bass,Male,2007-05-29,DPT001
STD1978,Kyle Bell,Female,1997-08-19,DPT005
STD1979,Nathaniel Christensen,Female,1997-08-28,DPT005
STD1980,Lauren Wood,Male,1997-05-11,DPT001
STD1981,Jacob Spencer MD,Female,1995-04-14,DPT005
